46,FAS-218715-2218-1-1-001,FAS-111129-2218-1-1-002,FAS-119819-2218-1-1-001,FAS-218731-2218-1-1-1
47,FAS-116853-2218-1-1-001,FAS-113797-2218-1-1-001,FAS-123833-2218-1-1-001,FAS-118939-2218-1-1-001
48,FAS-117818-2218-1-1-001,FAS-218715-2218-1-1-001,FAS-123941-2218-1-1-001,FAS-111164-2218-1-1-001
49,FAS-118290-2218-1-1-001,FAS-114178-2218-1-1-001,FAS-127561-2218-1-1-001,FAS-208048-2218-1-1-001
50,FAS-150189-2218-1-1-001,FAS-212896-2218-1-1-001,FAS-218280-2218-1-2-001,FAS-152514-2218-1-1-001
51,FAS-152514-2218-1-1-001,FAS-113501-2218-1-1-001,FAS-212830-2218-1-1-001,FAS-215876-2218-1-1-001
52,FAS-119407-2218-1-1-001,FAS-207485-2218-1-1-001,FAS-119951-2218-1-1-001,FAS-124296-2218-1-1-002
53,FAS-116353-2218-1-1-203,FAS-111161-2218-1-1-001,FAS-132127-2218-1-1-001,FAS-203888-2218-1-1-001
54,FAS-216324-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-124127-2218-1-1-001,FAS-122094-2218-1-1-001
55,FAS-109501-2218-1-1-001,FAS-111010-2218-1-1-001,FAS-109073-2218-1-1-001,FAS-218535-2218-1-1-001
56,FAS-117647-2218-1-1-001,FAS-117853-2218-1-1-001,FAS-212821-2218-1-1-001,FAS-113326-2218-1-1-001
57,FAS-109899-2218-1-1-001,FAS-212896-2218-1-1-001,FAS-115137-2218-1-1-001,FAS-203045-2218-1-1-001
58,FAS-125396-2218-1-1-001,FAS-121189-2218-1-1-001,FAS-110989-2218-1-1-001,FAS-117711-2218-1-1-001
59,FAS-109660-2218-1-1-001,FAS-124554-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-109826-2218-1-1-001
60,FAS-152514-2218-1-1-001,FAS-107669-2218-1-1-001,FAS-203208-2218-1-1-001,FAS-217619-2218-1-1-001
61,FAS-127507-2218-1-1-001,FAS-216231-2218-1-1-001,FAS-207555-2218-1-1-001,FAS-207485-2218-1-1-001
62,FAS-118526-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-218127-2218-1-1-001,FAS-110766-2218-1-1-001
63,FAS-112062-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-216826-2218-1-1-001,FAS-118509-2218-1-1-001
64,FAS-107821-2218-1-1-001,FAS-211334-2218-1-1-001,FAS-156425-2218-1-1-001,FAS-111010-2218-1-1-001
65,FAS-110241-2218-1-1-01,FAS-127519-2218-1-1-001,FAS-108829-2218-1-1-001,FAS-113326-2218-1-1-001
66,FAS-113627-2218-1-1-001,FAS-156186-2218-1-1-001,FAS-117711-2218-1-1-001,FAS-123227-2218-1-1-001
67,FAS-113326-2218-1-1-001,FAS-218127-2218-1-1-001,FAS-128105-2218-1-1-001,FAS-152514-2218-1-1-001
68,FAS-207485-2218-1-1-001,FAS-107400-2218-1-1-001,FAS-218270-2218-1-1-001,FAS-217870-2218-1-1-001
69,FAS-116353-2218-1-1-205,FAS-116353-2218-1-1-245,FAS-215924-2218-1-1-001,FAS-113752-2218-1-1-001
70,FAS-127507-2218-1-1-001,FAS-116353-2218-1-1-222,FAS-123858-2218-1-1-001,FAS-109600-2218-1-1-001
71,FAS-218502-2218-1-1-001,FAS-109568-2218-1-1-001,FAS-128041-2218-1-1-001,FAS-117853-2218-1-1-001
72,FAS-132738-2218-1-1-001,FAS-203555-2218-1-1-001,FAS-218497-2218-1-1-001,FAS-117853-2218-1-1-001
73,FAS-126174-2218-1-1-001,FAS-113501-2218-1-1-001,FAS-116266-2218-1-1-001,FAS-110241-2218-1-1-01
74,FAS-120668-2218-1-1-1,FAS-218243-2218-1-1-001,FAS-107464-2218-1-1-001,FAS-212896-2218-1-1-001
75,FAS-218204-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-218602-2218-1-1-01,FAS-217793-2218-1-1-001
76,FAS-111161-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-120711-2218-1-1-001,FAS-110989-2218-1-1-001
77,FAS-113501-2218-1-1-001,FAS-212896-2218-1-1-001,FAS-128164-2218-1-1-001,FAS-152514-2218-1-1-001
78,FAS-203228-2218-1-1-001,FAS-118942-2218-1-1-001,FAS-132844-2218-1-1-001,FAS-212765-2218-1-1-001
79,FAS-113326-2218-1-1-001,FAS-113637-2218-1-1-001,FAS-108901-2218-1-1-001,FAS-115137-2218-1-1-001
80,FAS-121778-2218-1-1-001,FAS-110989-2218-1-1-001,FAS-112867-2218-1-1-001,FAS-156115-2218-1-1-001
81,FAS-121189-2218-1-1-001,FAS-123674-2218-1-1-001,FAS-123080-2218-1-1-001,FAS-107973-2218-1-1-01
82,FAS-218328-2218-1-1-001,FAS-113637-2218-1-1-001,FAS-119249-2218-1-1-001,FAS-122224-2218-1-1-001
83,FAS-113501-2218-1-1-001,FAS-218817-2218-1-1-001,FAS-123033-2218-1-1-001,FAS-107340-2218-1-1-001
84,FAS-108880-2218-1-1-002,FAS-216346-2218-1-1-001,FAS-107859-2218-1-1-01,FAS-112798-2218-1-1-001
85,FAS-205184-2218-1-1-001,FAS-218117-2218-1-1-001,FAS-123623-2218-1-1-001,FAS-128164-2218-1-1-001
86,FAS-118262-2218-1-1-107,FAS-118939-2218-1-1-001,FAS-212896-2218-1-1-001,FAS-123674-2218-1-1-001
87,FAS-123941-2218-1-1-001,FAS-114178-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-203507-2218-1-1-001
88,FAS-112062-2218-1-1-001,FAS-208048-2218-1-1-001,FAS-111010-2218-1-1-001,FAS-121778-2218-1-1-001
89,FAS-214533-2218-1-1-001,FAS-116622-2218-1-1-001,FAS-110766-2218-1-1-001,FAS-114808-2218-1-1-001
90,FAS-123680-2218-1-1-001,FAS-107367-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-203329-2218-1-1-001
91,FAS-126556-2218-1-1-001,FAS-207476-2218-1-1-001,FAS-216231-2218-1-1-001,FAS-121189-2218-1-1-001
92,FAS-112062-2218-1-1-001,FAS-218231-2218-1-1-001,FAS-128164-2218-1-1-001,FAS-119025-2218-1-1-001
93,FAS-113873-2218-1-1-001,FAS-119479-2218-1-1-001,FAS-119196-2218-1-1-001,FAS-212765-2218-1-1-001
94,FAS-152514-2218-1-1-001,FAS-110684-2218-1-1-001,FAS-111813-2218-1-1-001,FAS-123396-2218-1-1-001
95,FAS-203101-2218-1-1-001,FAS-218479-2218-1-1-001,FAS-124905-2218-1-1-001,FAS-107669-2218-1-1-001
96,FAS-125407-2218-1-1-001,FAS-212896-2218-1-1-001,FAS-110766-2218-1-1-001,FAS-111161-2218-1-1-001
97,FAS-207485-2218-1-1-001,FAS-116353-2218-1-1-258,FAS-124127-2218-1-1-001,FAS-216807-2218-1-1-01
98,FAS-117711-2218-1-1-001,FAS-124154-2218-1-1-001,FAS-128105-2218-1-1-001,FAS-212896-2218-1-1-001
99,FAS-123833-2218-1-1-001,FAS-160362-2218-1-1-001,FAS-118925-2218-1-1-001,FAS-123680-2218-1-1-001
100,FAS-109425-2218-1-1-001,FAS-121189-2218-1-1-001,FAS-118942-2218-1-1-001,FAS-131554-2218-1-1-001
101,FAS-160654-2218-1-1-001,FAS-121346-2218-1-1-002,FAS-218483-2218-1-1-001,FAS-110440-2218-1-1-001
102,FAS-212765-2218-1-1-001,FAS-125932-2218-1-1-001,FAS-112942-2218-1-1-001,FAS-117853-2218-1-1-001
103,FAS-116353-2218-1-1-253,FAS-118939-2218-1-1-001,FAS-109568-2218-1-1-001,FAS-218659-2218-1-1-001
104,FAS-212765-2218-1-1-001,FAS-110785-2218-1-1-001,FAS-109899-2218-1-1-001,FAS-120198-2218-1-1-001
105,FAS-109898-2218-1-1-001,FAS-146676-2218-1-1-001,FAS-123680-2218-1-1-001,FAS-108901-2218-1-1-001
106,FAS-109501-2218-1-1-001,FAS-118262-2218-1-1-111,FAS-218544-2218-1-1-01,FAS-156115-2218-1-1-001
107,FAS-110766-2218-1-1-001,FAS-122550-2218-1-1-001,FAS-118925-2218-1-1-001,FAS-111314-2218-1-1-001
108,FAS-217866-2218-1-1-001,FAS-123398-2218-1-1-001,FAS-107821-2218-1-1-001,FAS-123003-2218-1-1-001
109,FAS-213580-2218-1-1-001,FAS-122575-2218-1-1-001,FAS-114178-2218-1-1-001,FAS-121778-2218-1-1-001
110,FAS-109899-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-110424-2218-1-1-001,FAS-114270-2218-1-1-001
111,FAS-160624-2218-1-1-001,FAS-216324-2218-1-1-001,FAS-125216-2218-1-1-001,FAS-121778-2218-1-1-001
112,FAS-152514-2218-1-1-001,FAS-107464-2218-1-1-001,FAS-108880-2218-1-1-002,FAS-111720-2218-1-1-001
113,FAS-123833-2218-1-1-001,FAS-202992-2218-1-1-001,FAS-111813-2218-1-1-001,FAS-119502-2218-1-1-001
114,FAS-124127-2218-1-1-001,FAS-112107-2218-1-1-001,FAS-107973-2218-1-1-01,FAS-212779-2218-1-1-001
115,FAS-212896-2218-1-1-001,FAS-116353-2218-1-1-224,FAS-114188-2218-1-1-001,FAS-160579-2218-1-1-001
116,FAS-131554-2218-1-1-001,FAS-156667-2218-1-1-01,FAS-125097-2218-1-1-001,FAS-160566-2218-1-1-001
117,FAS-115137-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-107770-2218-1-1-001,FAS-109899-2218-1-1-001
118,FAS-207476-2218-1-1-001,FAS-207485-2218-1-1-001,FAS-203018-2218-1-1-01,FAS-117372-2218-1-1-001
119,FAS-122224-2218-1-1-001,FAS-108405-2218-1-1-001,FAS-117853-2218-1-1-001,FAS-115030-2218-1-1-001
120,FAS-125407-2218-1-1-001,FAS-207614-2218-1-1-001,FAS-207555-2218-1-1-001,FAS-116353-2218-1-1-243
121,FAS-123897-2218-1-1-001,FAS-132844-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-125932-2218-1-1-001
122,FAS-218127-2218-1-1-001,FAS-115470-2218-1-1-001,FAS-125396-2218-1-1-001,FAS-111010-2218-1-1-001
123,FAS-110305-2218-1-1-001,FAS-117711-2218-1-1-001,FAS-128024-2218-1-1-001,FAS-116353-2218-1-1-230
124,FAS-112062-2218-1-1-001,FAS-216078-2218-1-1-001,FAS-110424-2218-1-1-001,FAS-123680-2218-1-1-001
125,FAS-216078-2218-1-1-001,FAS-218613-2218-1-1-001,FAS-203067-2218-1-1-001,FAS-125216-2218-1-1-001
126,FAS-123623-2218-1-1-001,FAS-112823-2218-1-1-001,FAS-122550-2218-1-1-001,FAS-107349-2218-1-1-001
127,FAS-118939-2218-1-1-001,FAS-115130-2218-1-1-001,FAS-207711-2218-1-1-001,FAS-205339-2218-1-1-001
128,FAS-215876-2218-1-1-001,FAS-110112-2218-1-1-001,FAS-116353-2218-1-1-230,FAS-115470-2218-1-1-001
129,FAS-132844-2218-1-1-001,FAS-119196-2218-1-1-001,FAS-119533-2218-1-1-01,FAS-111161-2218-1-1-001
130,FAS-218266-2218-1-1-001,FAS-207863-2218-1-1-001,FAS-117853-2218-1-1-001,FAS-118517-2218-1-1-001
131,FAS-110766-2218-1-1-001,FAS-110424-2218-1-1-001,FAS-218234-2218-1-1-001,FAS-119067-2218-1-1-001
132,FAS-152514-2218-1-1-001,FAS-116353-2218-1-1-257,FAS-114178-2218-1-1-001,FAS-125216-2218-1-1-001
133,FAS-114754-2218-1-1-001,FAS-112062-2218-1-1-001,FAS-203045-2218-1-1-001,FAS-127507-2218-1-1-001
134,FAS-110766-2218-1-1-001,FAS-126926-2218-1-1-001,FAS-214573-2218-1-1-001,FAS-117711-2218-1-1-001
135,FAS-111314-2218-1-1-001,FAS-111161-2218-1-1-001,FAS-116353-2218-1-1-259,FAS-113326-2218-1-1-001
136,FAS-203101-2218-1-1-001,FAS-118262-2218-1-1-105,FAS-212948-2218-1-1-001,FAS-113326-2218-1-1-001
137,FAS-212896-2218-1-1-001,FAS-216400-2218-1-1-001,FAS-218149-2218-1-1-01,FAS-109073-2218-1-1-001
138,FAS-117823-2218-1-1-001,FAS-116353-2218-1-1-211,FAS-122224-2218-1-1-001,FAS-124213-2218-1-1-01
139,FAS-109898-2218-1-1-001,FAS-121778-2218-1-1-001,FAS-207476-2218-1-1-001,FAS-110766-2218-1-1-001
140,FAS-217793-2218-1-1-001,FAS-109899-2218-1-1-001,FAS-203266-2218-1-1-001,FAS-204926-2218-1-1-001
141,FAS-113326-2218-1-1-001,FAS-213478-2218-1-1-001,FAS-207485-2218-1-1-001,FAS-212896-2218-1-1-001
142,FAS-119196-2218-1-1-001,FAS-121885-2218-1-1-001,FAS-119569-2218-1-1-001,FAS-218580-2218-1-1-1
143,FAS-115470-2218-1-1-001,FAS-112378-2218-1-1-001,FAS-110526-2218-1-1-001,FAS-132738-2218-1-1-001
144,FAS-160496-2218-1-1-001,FAS-113627-2218-1-1-001,FAS-207476-2218-1-1-001,FAS-204006-2218-1-1-001
145,FAS-113501-2218-1-1-001,FAS-119025-2218-1-1-001,FAS-107669-2218-1-1-001,FAS-122818-2218-1-1-001
146,FAS-113326-2218-1-1-001,FAS-203045-2218-1-1-001,FAS-119064-2218-1-1-001,FAS-121189-2218-1-1-001
147,FAS-123941-2218-1-1-001,FAS-207641-2218-1-1-001,FAS-208114-2218-1-1-001,FAS-115470-2218-1-1-001
148,FAS-207626-2218-1-1-001,FAS-118849-2218-1-1-001,FAS-123833-2218-1-1-001,FAS-119064-2218-1-1-001
149,FAS-122550-2218-1-1-001,FAS-218152-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-218600-2218-1-1-001
150,FAS-118939-2218-1-1-001,FAS-123941-2218-1-1-001,FAS-119196-2218-1-1-001,FAS-110112-2218-1-1-001
151,FAS-117823-2218-1-1-001,FAS-128164-2218-1-1-001,FAS-204966-2218-1-1-001,FAS-114178-2218-1-1-001
152,FAS-218266-2218-1-1-001,FAS-205339-2218-1-1-001,FAS-132844-2218-1-1-001,FAS-111161-2218-1-1-001
153,FAS-125407-2218-1-1-001,FAS-114754-2218-1-1-001,FAS-118509-2218-1-1-001,FAS-152514-2218-1-1-001
154,FAS-124127-2218-1-1-001,FAS-218751-2218-1-1-001,FAS-125407-2218-1-1-001,FAS-111123-2218-1-1-001
155,FAS-123033-2218-1-1-001,FAS-109731-2218-1-1-001,FAS-111813-2218-1-1-001,FAS-152514-2218-1-1-001
156,FAS-126638-2218-1-1-001,FAS-208114-2218-1-1-001,FAS-111010-2218-1-1-001,FAS-125097-2218-1-1-001
157,FAS-156287-2218-1-1-001,FAS-108901-2218-1-1-001,FAS-116353-2218-1-1-257,FAS-216460-2218-1-1-001
158,FAS-123833-2218-1-1-001,FAS-119502-2218-1-1-001,FAS-131392-2218-1-1-001,FAS-218511-2218-1-1-001
159,FAS-211334-2218-1-1-001,FAS-110989-2218-1-1-001,FAS-203329-2218-1-1-001,FAS-119502-2218-1-1-001
160,FAS-121778-2218-1-1-001,FAS-217793-2218-1-1-001,FAS-118942-2218-1-1-001,FAS-112062-2218-1-1-001
161,FAS-121778-2218-1-1-001,FAS-215897-2218-1-1-001,FAS-111556-2218-1-1-001,FAS-218272-2218-1-1-001
162,FAS-124127-2218-1-1-001,FAS-203067-2218-1-1-001,FAS-216000-2218-1-1-01,FAS-203101-2218-1-1-001
163,FAS-212896-2218-1-1-001,FAS-123941-2218-1-1-001,FAS-118942-2218-1-1-001,FAS-109073-2218-1-1-001
164,FAS-207711-2218-1-1-001,FAS-110766-2218-1-1-001,FAS-118942-2218-1-1-001,FAS-110661-2218-1-1-001
165,FAS-113326-2218-1-1-001,FAS-218686-2218-1-1-001,FAS-212697-2218-1-1-001,FAS-112869-2218-1-1-001
166,FAS-212896-2218-1-1-001,FAS-218276-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-128105-2218-1-1-001
167,FAS-216524-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-215897-2218-1-1-001,FAS-117823-2218-1-1-001
168,FAS-113637-2218-1-1-001,FAS-121778-2218-1-1-001,FAS-204966-2218-1-1-001,FAS-110785-2218-1-1-001
169,FAS-125884-2218-1-1-001,FAS-108901-2218-1-1-001,FAS-116353-2218-1-1-207,FAS-124364-2218-1-1-001
170,FAS-160496-2218-1-1-001,FAS-115030-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-218466-2218-1-1-01
171,FAS-110440-2218-1-1-001,FAS-218265-2218-1-1-001,FAS-119196-2218-1-1-001,FAS-112378-2218-1-1-001
172,FAS-156203-2218-1-1-001,FAS-109899-2218-1-1-001,FAS-109575-2218-1-1-01,FAS-215995-2218-1-1-001
173,FAS-123398-2218-1-1-001,FAS-124127-2218-1-1-001,FAS-117823-2218-1-1-001,FAS-122907-2218-1-1-002
174,FAS-123674-2218-1-1-001,FAS-132127-2218-1-1-001,FAS-218266-2218-1-1-001,FAS-108880-2218-1-1-002
175,FAS-212849-2218-1-1-001,FAS-207476-2218-1-1-001,FAS-108257-2218-1-1-001,FAS-218475-2218-1-1-001
176,FAS-110661-2218-1-1-001,FAS-119064-2218-1-1-001,FAS-122530-2218-1-1-001,FAS-118942-2218-1-1-001
177,FAS-215995-2218-1-2-001,FAS-128209-2218-1-1-001,FAS-108880-2218-1-1-001,FAS-213421-2218-1-1-001
178,FAS-110074-2218-1-1-001,FAS-127817-2218-1-1-001,FAS-216324-2218-1-1-001,FAS-112378-2218-1-1-001
179,FAS-118977-2218-1-1-001,FAS-125573-2218-1-1-001,FAS-213478-2218-1-1-001,FAS-123398-2218-1-1-001
180,FAS-204358-2218-1-1-01,FAS-123941-2218-1-1-001,FAS-116353-2218-1-1-253,FAS-218817-2218-1-1-001
181,FAS-156115-2218-1-1-001,FAS-121189-2218-1-1-001,FAS-207485-2218-1-1-001,FAS-114754-2218-1-1-001
182,FAS-125195-2218-1-1-001,FAS-146586-2218-1-1-001,FAS-125227-2218-1-1-004,FAS-113326-2218-1-1-001
183,FAS-128024-2218-1-1-001,FAS-212840-2218-1-1-001,FAS-117220-2218-1-1-001,FAS-205183-2218-1-1-001
184,FAS-123680-2218-1-1-001,FAS-218356-2218-1-1-001,FAS-156215-2218-1-1-001,FAS-111720-2218-1-1-001
185,FAS-218259-2218-1-1-001,FAS-126556-2218-1-1-001,FAS-203045-2218-1-1-001,FAS-117711-2218-1-1-001
186,FAS-156115-2218-1-1-001,FAS-126926-2218-1-1-001,FAS-111556-2218-1-1-001,FAS-152514-2218-1-1-001
187,FAS-114301-2218-1-1-001,FAS-112378-2218-1-1-001,FAS-123003-2218-1-1-001,FAS-218259-2218-1-1-001
188,FAS-205015-2218-1-1-001,FAS-110521-2218-1-1-001,FAS-214573-2218-1-1-001,FAS-116353-2218-1-1-249
189,FAS-118262-2218-1-1-111,FAS-109272-2218-1-1-001,FAS-218842-2218-1-1-001,FAS-113326-2218-1-1-001
190,FAS-218751-2218-1-1-001,FAS-111954-2218-1-1-001,FAS-117711-2218-1-1-001,FAS-218532-2218-1-1-001
191,FAS-218613-2218-1-1-001,FAS-123833-2218-1-1-001,FAS-114178-2218-1-1-001,FAS-110293-2218-1-1-LEC
192,FAS-123398-2218-1-1-001,FAS-218299-2218-1-1-001,FAS-203081-2218-1-1-001,FAS-215121-2218-1-1-001
193,FAS-119061-2218-1-1-001,FAS-110989-2218-1-1-001,FAS-215837-2218-1-1-01,FAS-125227-2218-1-1-001
194,FAS-115470-2218-1-1-001,FAS-124127-2218-1-1-001,FAS-116477-2218-1-1-001,FAS-121189-2218-1-1-001
195,FAS-110450-2218-1-1-001,FAS-110766-2218-1-1-001,FAS-122224-2218-1-1-001,FAS-130000-2218-1-1-001
196,FAS-212896-2218-1-1-001,FAS-109899-2218-1-1-001,FAS-215988-2218-1-1-001,FAS-110285-2218-1-1-01
197,FAS-126551-2218-1-1-001,FAS-118939-2218-1-1-001,FAS-113326-2218-1-1-001,FAS-115026-2218-1-1-1
198,FAS-123680-2218-1-1-001,FAS-118942-2218-1-1-001,FAS-207476-2218-1-1-001,FAS-109898-2218-1-1-001
199,FAS-210859-2218-1-1-001,FAS-156287-2218-1-1-001,FAS-124777-2218-1-1-001,FAS-110650-2218-1-1-001
200,FAS-125573-2218-1-1-001,FAS-152514-2218-1-1-001,FAS-111164-2218-1-1-001,FAS-150189-2218-1-1-001
201,FAS-111130-2218-1-1-001,FAS-115130-2218-1-1-001,FAS-218271-2218-1-1-001,FAS-118939-2218-1-1-001
202,FAS-207476-2218-1-1-001,FAS-112062-2218-1-1-001,FAS-110424-2218-1-1-001,FAS-114178-2218-1-1-001
203,FAS-108465-2218-1-1-001,FAS-203208-2218-1-1-001,FAS-212896-2218-1-1-001,FAS-123941-2218-1-1-001
204,FAS-156108-2218-1-1-001,FAS-111896-2218-1-1-001,FAS-110293-2218-1-1-LEC,FAS-108405-2218-1-1-001
205,FAS-110766-2218-1-1-001,FAS-123680-2218-1-1-001,FAS-123662-2218-1-1-001,FAS-218544-2218-1-1-01
206,FAS-107821-2218-1-1-001,FAS-212688-2218-1-1-001,FAS-207476-2218-1-1-001,FAS-107669-2218-1-1-001
207,FAS-109339-2218-1-1-001,FAS-148283-2218-1-1-001,FAS-109600-2218-1-1-001,FAS-109501-2218-1-1-001
208,FAS-110766-2218-1-1-001,FAS-123396-2218-1-1-001,FAS-121778-2218-1-1-001,FAS-207476-2218-1-1-001
209,FAS-113797-2218-1-1-001,FAS-212765-2218-1-1-001,FAS-205412-2218-1-1-001,FAS-159837-2218-1-1-001
210,FAS-204047-2218-1-1-001,FAS-127817-2218-1-1-001,FAS-111162-2218-1-1-001,FAS-117327-2218-1-1-001
211,FAS-218759-2218-1-1-002,FAS-118942-2218-1-1-001,FAS-000138-2218-1-1-001,FAS-218466-2218-1-1-01
